Name,Email,Skills,Corrected_Name,Corrected_Email
JESSICA CLAIRE,resumesample@example.com,• Managing confidential records,JESSICA CLAIRE,jessica.claire@example.com
Mary Uchimoto,maryzuchimoto@gmail.com,"Amazon's high standard for Android-based testing. At HollyRocket, Inc., created 200+ test plans and helped increase testing efficiency by; 31%.",Mary Uchimoto,mary.uchimoto@example.com
JESSICA CLAIRE,resumesample@example.com,"‘Management Team Collaboration Plan; Customer Cross-Functional Team Collaboration; Coordinate the Work of Subordinates; Analyze Problems and Develop Practical Solutions; Results and Deadline Driven; Develop and Maintain Effective Working Relationships Procedure Development; Customer Service; ‘Manage and Work Within the Budget; Recruit, Hire and Retain Employees; Continuous Leamning/Professional Development; Teamwork and Positive Attitude; Advocate and Represent the Voice of the Customer; Concise Written and Verbal Communication; Data Creation, Analysis and Presentation; Receive and Evaluate Vendor and Department Reports; REQ Preparation and Conduct and Evaluate Bidding Process; Epucation Np TRAINING; 04/1998 Associate of Applied Science: Computer System Administration; Masters Institute - San Jose, CA; 07/1981 High School Diploma; St. James High School - Montego Bay, Jamaica; (CERTIFICATIONS; Certified CCNA, Systems; Microsoft Certified: MCP; Microsoft Certified MCSE,; At Certification",JESSICA CLAIRE,jessica.claire@example.com
JESSICA CLAIRE,432-1000-resumesample@example.com,Guest services; • Inventory control procedures; • Merchandising expertise; • Loss prevention; • Cash register operations; • Product promotions; WORK HISTORY; 1987 to 1989; 1989 to 1990,JESSICA CLAIRE,jessica.claire@example.com
PRAKHAR BANSAL,-bansalprakhar@gmail.com,"creating test scripts using UFT, QTP and designing",PRAKHAR BANSAL,prakhar.bansal@example.com
JESSICA CLAIRE,resumesample@example.com,Team player; Detailed-oriented; Able to multi-task; Good in time management; Excellent critical thinking and decision making abilities; • Independent and proactive,JESSICA CLAIRE,jessica.claire@example.com
JESSICA,resumesample@example.com,+ Team player; + Detailed-oriented; + Able to multi-task; + Good in time management; + Excellent critical thinking and; decision making abilities; + Independent and proactive,Ryan Cook,ryan.cook@example.com
JESSICA CLAIRE,resumesample@example.com,Maintains confidentiality Professional and mature; Word processing; Mail handling; Independent worker; Excel formulas; Microsoft Office proficiency; Data collection and reporting Data verification Information Information Verification; Appointment Scheduling; Insurance claims misurance Clam Reminder calls; Insurance Verification; Payment collection; Patient Scheduling; Customer Service; Inbound and Outbound Calling Credit card processing; Complaint resolution; Report preparation; Medical terminology knowledge; Professional telephone; demeanor; Multi-line phone talent; Money handling abilities; . Good; Creative problem solving Appointment Scheduling Scheduling Medical Insurance Patient Assistance Appointment Setting; Patient Information Verification Patient Information Collection Patient Che; Checkout Procedures; Payment Collection; Spreadsheets; Patient Contact; • Office Supply Ordering; • Billing Inquiries; • Medical Records Maintenance; • Directing Callers,JESSICA CLAIRE,jessica.claire@example.com
JESSICA,resumesample@example.com,"+ Maintains confidentiality; + Professional and mature; + Word processing; + Mail handling; + Independent worker; + Excel formulas; + Microsoft Office proficiency; + Data collection and reporting; + Data verification; + Information Verification; + Appointment Scheduling; + Insurance claims; + Reminder calls,; + Insurance Verification; + Payment collection; + Patient Scheduling; + Customer Service; + Inbound and Outbound Calling; + Credit card processing; + Complaint resolution; + Report preparation; + Medical terminology knowledge; + Professional telephone; demeanor; + Multi-line phone talent; + Money handling abilities; + Creative problem solving; + Appointment Scheduling.; + Scheduling; + Medical Insurance; + Patient Assistance; + Appointment Setting; + Patient Information Verification; + Patient Information Collection; + Patient Checkout Procedures; + Payment Collection; + Spreadsheets; + Patient Contact; + Office Supply Ordering; + Billing Inquiries; + Medical Records Maintenance; + Directing Callers",Amy Edwards,amy.edwards@example.com
PROFESSIONAL,resumesample@example.com,•; •; •; •; •; WORK HISTORY,Edward Sanchez,edward.sanchez@example.com
PROFESSIONAL,resumesample@example.com,WORK HISTORY,Adam Patterson,adam.patterson@example.com
JESSICA CLAIRE,resumesample@example.com,"Team player; • Process improvement; • Excellent communication; • Strong presentation; ACCOMPLISHMENTS; • Advanced critical thinking; • Complex problem solver; • Research and Development • Manufacturing systems integration; •Developed mobile satellite communication systems with COTS (commercial off-the-shelf) components. This none custom equipment and parts purchase resulted in a large saving of $1.2M.; Expanded C30 ACU (Antenna Controller) into a universal controller for operations of multi antenna systems which nearly doubled sales in; one year.; Adaptive change in system outdated video driver boards; resistor value change allowed repairs to be made with current day available component thus eliminating the need to purchase an upgrade with cost saving of $250,000",JESSICA CLAIRE,jessica.claire@example.com
JESSICA CLAIRE,resumesample@example.com,technical issues with an ease of understanding. Work well along and the ability to interfacing with both internal team members and external,JESSICA CLAIRE,jessica.claire@example.com
PROFESSIONAL,resumesample@example.com,WORK HISTORY,Robert Wilson,robert.wilson@example.com
JESSICA CLAIRE,resumesample@example.com,"• Software Testing - Performed manual test execution on client/server and web environments. Conducted different types of testing such as user interface (GUI), system testing, user acceptance testing (UAT), multi release testing, end-end testing, regression testing and smoke testing.; • Data validation - Conducted batch interface testing and performed data validation on oracle database using tools like Toad and SQL • Plus. Also, validated audit reports and data feed extracts for data warehouse metrics.; • Bug logging - Reported software defects and retested the bug fix.; ⚫ Black box functional Testing; • Agile/Waterfall Methodology; • Batch Interface Testing; • Database Validation; • Azure DevOps; • Web Services/API Testing; • Web Application Testing; • Business Analysis.; • Defect Management; • JSONS validation; • ACA, Networks; • Agile, ONS; • AOL, OS; • API, Oracle database; • Approach, POS; • Automation, Pricing; • Browsers, Quality; • Business Analysis, QA; • Business process, Reporting; Clients, Requirement; • Client, Retail; • Version Control, Sales; • Data warehouse, SQL; • Database, Tables; • Delivery, Unique; • Document management, Usability testing; ⚫ E-business, User interface; • Email, Validation; • Features, Video; • Functional; • GUI; • Explorer; • Logic; • Mainframe; • Meetings; • Messaging; • Access; • Mail; • Microsoft office applications; • Windows; • Test and Evaluation (T&E)",JESSICA CLAIRE,jessica.claire@example.com
